"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Rafael Furcal","- - -","1614","7237","113","1063","587","314","8.9 %","12.6 %",".122",".310",".281",".346",".402",".330","99","52.3","46.5","53.9","33.1","88"
"Jeff Cirillo","- - -","1617","6136","112","800","727","63","9.2 %","11.3 %",".134",".320",".296",".366",".430",".351","103","-3.5","26.6","105.0","33.0","1073"
"Jim Rice","Red Sox","1445","6290","249","851","998","28","7.8 %","14.6 %",".190",".311",".295",".351",".485",".367","123","-1.3","173.0","-62.3","32.8","1010897"
"Ron Gant","- - -","1832","7320","321","1080","1008","243","10.5 %","19.3 %",".212",".279",".256",".336",".468",".351","112","5.9","115.4","-30.9","32.7","1032"
"Bobby Bonilla","- - -","2113","8257","287","1084","1173","45","11.0 %","14.6 %",".193",".296",".279",".358",".472",".360","123","-16.0","204.9","-161.8","32.7","1001168"
"Anthony Rendon","Nationals","916","3927","136","571","546","45","10.4 %","15.5 %",".199",".315",".290",".369",".490",".366","128","13.9","150.2","45.9","32.7","12861"
"Brady Anderson","- - -","1834","7737","210","1062","761","315","12.4 %","15.4 %",".170",".282",".256",".362",".425",".350","111","19.7","130.6","-58.6","32.6","364"
"Dwayne Murphy","- - -","1300","5180","166","633","604","100","14.3 %","18.1 %",".157",".276",".247",".357",".404",".344","117","-4.5","97.9","47.2","32.6","1009359"
"Yasmani Grandal","- - -","879","3292","141","374","416","11","13.9 %","23.5 %",".205",".280",".241",".348",".446",".344","118","-31.5","39.6","173.8","32.6","11368"
"Alex Gordon","Royals","1703","7066","186","852","738","113","9.4 %","21.2 %",".155",".310",".258",".339",".413",".329","103","18.0","40.5","27.4","32.1","5209"
"Carney Lansford","- - -","1741","7405","143","944","822","204","7.0 %","8.8 %",".121",".301",".289",".343",".411",".337","111","1.7","97.8","-37.8","31.7","1007331"
"Hunter Pence","- - -","1690","6950","242","887","936","120","7.4 %","19.0 %",".182",".319",".280",".335",".462",".345","116","15.2","145.4","-56.1","31.7","8252"
"Brian Jordan","- - -","1456","5646","184","755","821","119","6.3 %","14.9 %",".173",".303",".282",".333",".455",".341","105","7.4","41.8","94.5","31.7","658"
"Fred Lynn","- - -","1398","5510","233","723","773","43","11.2 %","15.2 %",".204",".286",".274",".355",".478",".367","126","-4.7","169.7","-47.4","31.6","1007872"
"B.J. Surhoff","- - -","2313","9106","188","1062","1153","141","7.0 %","9.2 %",".132",".291",".282",".332",".413",".326","96","-8.2","-48.1","59.1","31.4","117"
"Brandon Phillips","- - -","1902","7992","211","1005","951","209","5.3 %","13.7 %",".145",".296",".275",".320",".420",".321","95","2.7","-50.7","104.1","31.4","791"
"Andres Galarraga","- - -","2257","8916","399","1195","1425","128","6.5 %","22.5 %",".211",".336",".288",".347",".499",".365","118","-17.7","177.1","-153.1","31.4","1390"
"John Valentin","- - -","1105","4511","124","614","558","47","10.3 %","11.6 %",".175",".293",".279",".360",".454",".358","110","-2.8","56.1","107.1","31.4","1375"
"Nolan Arenado","Rockies","1031","4357","227","626","734","16","8.0 %","15.2 %",".251",".302",".295",".351",".546",".375","120","-2.5","106.6","62.8","31.3","9777"
"Howie Kendrick","- - -","1596","6321","125","781","710","126","5.4 %","17.2 %",".137",".341",".294",".337",".431",".333","109","-2.7","65.7","27.5","31.3","4229"
"Bobby Grich","Angels","1026","4060","141","509","492","17","12.8 %","15.6 %",".181",".297",".273",".372",".454",".369","130","-9.0","133.5","31.8","31.2","1005033"
"Mo Vaughn","- - -","1512","6410","328","861","1064","30","11.3 %","22.3 %",".230",".338",".293",".383",".523",".387","129","-7.2","238.9","-136.5","31.1","899"
"Jason Heyward","- - -","1377","5580","144","711","579","110","10.3 %","17.3 %",".151",".298",".261",".343",".412",".331","107","30.8","74.1","49.3","31.1","4940"
"Jose Cruz","- - -","1345","5375","99","621","669","173","9.4 %","11.8 %",".133",".313",".289",".353",".422",".342","120","3.3","122.8","-0.3","31.0","1002841"
"Kyle Seager","Mariners","1261","5286","198","597","666","47","8.4 %","17.5 %",".187",".278",".256",".324",".443",".330","112","-7.5","67.1","51.5","30.7","9785"
"Javy Lopez","- - -","1503","5793","260","674","864","8","6.2 %","16.7 %",".204",".306",".287",".337",".491",".354","112","-20.7","70.4","55.3","30.7","103"
"Coco Crisp","- - -","1586","6627","130","877","639","309","8.5 %","13.1 %",".137",".289",".265",".327",".402",".319","97","64.1","35.5","41.9","30.6","1572"
"Travis Fryman","- - -","1698","7217","223","895","1022","72","8.3 %","19.0 %",".169",".313",".274",".336",".443",".342","103","-3.1","22.2","38.0","30.4","385"
"Jose Valentin","- - -","1678","6317","249","872","816","136","10.0 %","20.5 %",".204",".272",".243",".321",".448",".330","94","9.0","-37.7","132.8","30.3","256"
"Jacoby Ellsbury","- - -","1235","5375","104","749","512","343","7.4 %","13.7 %",".134",".315",".284",".342",".417",".333","104","54.0","78.4","31.2","30.3","4727"
"Kevin Youkilis","- - -","1061","4436","150","653","618","26","12.2 %","18.7 %",".197",".321",".281",".382",".478",".375","127","2.3","150.2","-1.8","30.2","1935"
"Ryan Klesko","- - -","1736","6523","278","874","987","91","12.5 %","16.5 %",".222",".298",".279",".370",".500",".372","127","6.5","234.7","-135.6","30.1","1041"
"Edgardo Alfonzo","- - -","1506","6108","146","777","744","53","9.8 %","10.1 %",".140",".296",".284",".357",".425",".344","107","2.8","63.0","48.7","30.1","859"
"Shawn Green","- - -","1951","7963","328","1129","1070","162","9.3 %","16.5 %",".212",".305",".283",".355",".494",".364","118","-5.3","184.5","-144.8","29.9","651"
"Matt Carpenter","Cardinals","1149","4807","148","712","531","25","13.3 %","19.7 %",".193",".314",".269",".372",".462",".360","129","6.2","170.1","-34.1","29.9","8090"
"Bill Doran","- - -","1453","5922","84","727","497","209","12.0 %","10.1 %",".107",".286",".266",".354",".373",".329","109","2.8","68.4","24.9","29.9","1003406"
"Grady Sizemore","- - -","1101","4724","150","660","518","143","10.2 %","20.2 %",".192",".309",".265",".349",".457",".350","115","35.0","126.4","15.5","29.7","2197"
"Brian Roberts","- - -","1418","6253","97","850","542","285","9.7 %","13.5 %",".133",".308",".276",".347",".409",".332","101","41.5","51.6","33.6","29.7","166"
"Darrell Evans","- - -","1533","6029","247","734","783","48","14.4 %","13.3 %",".188",".248",".248",".356",".436",".352","121","-8.6","140.1","-52.2","29.6","1003864"
"Kevin Mitchell","- - -","1223","4696","234","630","760","30","10.5 %","15.3 %",".236",".291",".284",".360",".520",".380","140","-7.5","213.5","-82.6","29.6","1009004"
"Ray Durham","- - -","1975","8423","192","1249","875","273","9.7 %","14.3 %",".158",".306",".277",".352",".436",".345","105","21.0","78.4","-62.5","29.5","230"
"Adam Jones","- - -","1823","7516","282","963","945","97","4.5 %","18.6 %",".177",".308",".277",".317",".454",".332","105","16.3","59.4","-31.9","29.4","6368"
"Shane Victorino","- - -","1299","5164","108","731","489","231","7.4 %","12.1 %",".150",".298",".275",".340",".425",".336","104","53.1","79.0","44.1","29.3","1677"
"Nick Markakis","- - -","2117","9180","188","1104","1031","66","9.6 %","13.1 %",".135",".316",".288",".358",".424",".341","109","-15.8","84.8","-101.7","29.2","5930"
"Anthony Rizzo","- - -","1207","5173","218","663","729","57","11.2 %","15.9 %",".216",".289",".273",".373",".488",".369","132","-22.9","177.5","-57.1","29.2","3473"
"Lorenzo Cain","- - -","1045","4295","78","565","407","175","7.6 %","17.9 %",".125",".339",".288",".347",".413",".331","106","28.5","58.8","77.2","28.8","9077"
"Tino Martinez","- - -","2023","8044","339","1009","1271","27","9.7 %","13.3 %",".200",".274",".271",".344",".471",".350","110","-15.1","92.9","-74.7","28.7","1168"
"Benito Santiago","- - -","1978","7516","217","755","920","91","5.7 %","16.9 %",".152",".291",".263",".307",".415",".315","91","-16.6","-100.5","139.2","28.7","1130"
"Darin Erstad","- - -","1654","6628","124","913","699","179","7.2 %","14.2 %",".125",".314",".282",".336",".407",".325","93","22.4","-34.1","96.3","28.6","11"
"Mickey Tettleton","- - -","1485","5745","245","711","732","23","16.5 %","22.8 %",".208",".278",".241",".369",".449",".363","122","-8.3","139.7","-56.4","28.5","1012939"
"Mike Scioscia","Dodgers","1441","5057","68","398","446","29","11.2 %","6.1 %",".097",".263",".259",".344",".356",".314","100","-5.1","-6.2","115.0","28.5","1011667"
"Elvis Andrus","Rangers","1623","6968","73","882","629","302","7.3 %","13.6 %",".098",".312",".275",".331",".373",".311","86","55.1","-57.3","97.4","28.4","8709"
"Robby Thompson","Giants","1304","5235","119","671","458","103","8.4 %","18.9 %",".146",".303",".257",".329",".403",".330","108","-5.7","41.6","60.2","28.3","1013023"
"Luis Castillo","- - -","1720","7471","28","1001","443","370","10.7 %","11.4 %",".061",".329",".290",".368",".351",".327","97","33.4","7.1","37.9","28.3","513"
"Terry Pendleton","- - -","1893","7637","140","851","946","127","6.4 %","12.8 %",".121",".294",".270",".316",".391",".312","91","-0.1","-86.6","110.2","28.2","1010157"
"Jhonny Peralta","- - -","1798","7319","202","841","873","17","8.3 %","19.8 %",".156",".311",".267",".329",".423",".328","103","-50.2","-30.4","54.6","28.1","1738"
"Terry Steinbach","- - -","1546","5905","162","638","745","23","7.1 %","15.9 %",".149",".299",".271",".326",".420",".329","101","-5.7","-0.7","80.3","28.0","1012473"
"Randy Winn","- - -","1717","6878","110","863","662","215","7.6 %","14.7 %",".132",".322",".284",".343",".416",".333","100","28.2","28.8","23.5","28.0","1235"
"Denard Span","- - -","1359","5956","71","773","490","185","8.6 %","12.0 %",".117",".313",".281",".347",".398",".329","105","32.2","66.9","7.0","28.0","8347"
"Von Hayes","- - -","1495","6052","143","767","696","253","11.8 %","13.3 %",".149",".289",".267",".354",".416",".343","113","10.6","100.9","-28.0","28.0","1005531"
"Josh Hamilton","- - -","1027","4350","200","609","701","50","8.1 %","21.6 %",".226",".331",".290",".349",".516",".368","127","19.6","159.2","-35.1","27.9","1875"
"Kris Bryant","Cubs","706","3105","138","486","403","34","11.9 %","23.6 %",".232",".342",".284",".385",".516",".383","139","22.0","173.7","1.6","27.8","15429"
"Carlos Lee","- - -","2099","8787","358","1125","1363","125","7.5 %","11.2 %",".198",".284",".285",".339",".483",".351","112","-30.8","102.5","-111.3","27.7","243"
"Kevin McReynolds","- - -","1502","6039","211","727","807","93","8.6 %","11.7 %",".182",".269",".265",".328",".447",".340","115","4.5","106.4","-38.8","27.6","1008690"
"J.J. Hardy","- - -","1561","6309","188","718","688","8","6.5 %","15.2 %",".152",".277",".256",".305",".408",".311","89","-24.1","-103.7","163.4","27.6","3797"
"Willie McGee","- - -","2201","8188","79","1010","856","352","5.5 %","15.1 %",".101",".341",".295",".333",".396",".323","101","20.1","20.5","-25.1","27.6","1008513"
"Asdrubal Cabrera","- - -","1660","6836","180","829","796","90","7.8 %","17.7 %",".157",".306",".268",".331",".425",".329","105","-11.4","35.0","5.5","27.5","4962"
"Chase Headley","- - -","1436","5761","130","637","596","93","10.0 %","22.5 %",".136",".326",".263",".342",".399",".327","107","4.7","53.6","26.4","27.5","4720"
"Prince Fielder","- - -","1611","6853","319","862","1028","18","12.4 %","16.9 %",".223",".301",".283",".382",".506",".377","133","-56.4","219.2","-172.2","27.5","4613"
"Doug DeCinces","- - -","1156","4701","175","585","662","35","9.9 %","13.4 %",".190",".266",".260",".332",".450",".344","113","-4.6","67.9","42.1","27.4","1003123"
"Melvin Mora","- - -","1556","6158","171","794","754","93","8.4 %","15.5 %",".154",".306",".277",".350",".431",".343","107","-7.1","44.5","23.4","27.3","157"
"Miguel Montero","- - -","1185","4343","126","458","550","5","10.3 %","20.3 %",".155",".299",".256",".340",".411",".327","99","-31.1","-37.9","163.2","27.2","3364"
"Francisco Lindor","Indians","717","3244","130","478","384","93","8.0 %","14.0 %",".206",".300",".288",".347",".493",".354","119","4.0","78.2","79.1","27.2","12916"
"Matt Kemp","- - -","1707","6851","281","932","1010","183","7.3 %","23.4 %",".200",".338",".285",".337",".485",".351","121","6.7","173.8","-126.7","27.1","5631"
"John Kruk","- - -","1200","4603","100","582","592","58","14.1 %","15.2 %",".145",".341",".300",".397",".446",".373","134","-2.3","178.1","-69.2","27.0","1007184"
"Victor Martinez","- - -","1973","8166","246","914","1178","7","8.9 %","10.9 %",".160",".305",".295",".360",".455",".351","117","-88.6","73.9","-83.8","26.9","393"
"Kevin Seitzer","- - -","1439","6062","74","739","613","80","11.0 %","10.2 %",".109",".320",".295",".375",".404",".351","113","-5.7","96.1","-35.9","26.7","1011730"
"Corey Koskie","- - -","989","3950","124","516","506","71","11.6 %","20.1 %",".183",".323",".275",".367",".458",".357","113","-4.5","62.9","73.8","26.7","738"
"Raul Mondesi","- - -","1525","6369","271","909","860","229","7.5 %","17.7 %",".212",".296",".273",".331",".485",".349","112","11.2","111.1","-49.3","26.5","1314"
"Mark Ellis","- - -","1435","5728","105","690","550","82","7.6 %","14.0 %",".122",".291",".262",".327",".384",".314","93","29.0","-20.4","92.2","26.5","1443"
"Lance Johnson","- - -","1447","5800","34","767","486","327","6.1 %","6.6 %",".095",".307",".291",".334",".386",".320","94","21.2","-18.3","97.0","26.4","1006482"
"Marquis Grissom","- - -","2165","8959","227","1187","967","429","6.2 %","13.8 %",".142",".295",".272",".318",".415",".320","93","36.2","-53.1","18.8","26.4","652"
"Dave Henderson","- - -","1538","5677","197","710","708","50","8.2 %","19.5 %",".178",".291",".258",".320",".436",".336","109","-6.2","49.6","18.0","26.3","1005630"
"Mike Lowell","- - -","1601","6500","223","771","952","30","8.4 %","12.6 %",".185",".287",".279",".342",".464",".346","108","-39.7","25.8","22.7","26.1","527"
"Lloyd Moseby","- - -","1588","6574","169","869","737","280","9.4 %","17.3 %",".157",".291",".257",".332",".414",".332","103","18.1","41.8","-3.6","26.0","1009238"
"Justin Turner","- - -","1072","3827","120","478","472","34","8.7 %","14.6 %",".178",".317",".292",".367",".470",".361","130","-2.2","137.1","-3.6","26.0","5235"
"Alex Rios","- - -","1691","6929","169","885","794","253","5.8 %","16.1 %",".157",".310",".277",".321",".434",".327","98","25.9","14.2","8.3","25.8","2090"
"Rich Aurilia","- - -","1652","6278","186","745","756","23","7.2 %","13.7 %",".158",".294",".275",".328",".433",".331","98","-10.9","-23.3","83.5","25.8","1106"
"Charles Johnson","- - -","1188","4386","167","465","570","6","10.8 %","22.7 %",".188",".286",".245",".330",".433",".332","97","-8.1","-25.6","145.3","25.7","523"
"Mike Greenwell","Red Sox","1269","5166","130","657","726","80","8.9 %","7.0 %",".160",".305",".303",".368",".463",".364","120","-2.9","117.9","-38.9","25.7","1005006"
"Carlos Gonzalez","- - -","1377","5551","234","821","785","122","8.1 %","22.3 %",".215",".333",".285",".343",".500",".359","111","20.7","91.3","-19.2","25.6","7287"
"Adam Dunn","- - -","2001","8328","462","1097","1168","63","15.8 %","28.6 %",".253",".286",".237",".364",".490",".367","123","0.2","240.1","-252.8","25.6","319"
"Dave Magadan","- - -","1582","4963","42","516","495","11","14.5 %","11.0 %",".089",".319",".288",".390",".377",".349","117","-3.7","97.0","-9.4","25.6","1007961"
"Carlos Guillen","- - -","1305","5277","124","733","660","74","9.7 %","15.2 %",".158",".319",".285",".355",".443",".346","111","-3.3","69.2","9.2","25.5","1079"
"Greg Vaughn","- - -","1731","7070","355","1017","1072","121","12.2 %","21.4 %",".229",".261",".242",".337",".470",".350","111","0.3","101.2","-75.7","25.5","1233"
"David DeJesus","- - -","1472","5916","99","740","573","66","8.6 %","14.2 %",".137",".309",".275",".349",".412",".336","105","4.7","39.7","14.8","25.5","1825"
"Michael Young","- - -","1970","8612","185","1137","1030","90","6.7 %","14.3 %",".141",".333",".300",".346",".441",".342","104","-15.9","28.7","-68.0","25.3","1286"
"Nick Swisher","- - -","1527","6308","245","805","803","13","13.0 %","21.8 %",".198",".287",".249",".351",".447",".348","114","-5.5","104.2","-69.6","25.1","4599"
"Jeromy Burnitz","- - -","1694","6580","315","917","981","74","11.2 %","20.9 %",".228",".279",".253",".345",".481",".354","110","-1.7","82.7","-44.3","25.1","867"
"Vernon Wells","- - -","1731","7212","270","930","958","109","6.5 %","13.3 %",".189",".278",".270",".319",".459",".335","102","10.9","35.1","-29.0","25.1","1326"
"Darren Daulton","- - -","1161","4340","137","511","588","50","14.5 %","16.7 %",".181",".269",".245",".357",".427",".348","114","5.3","78.0","21.7","25.0","1003010"
"Andrelton Simmons","- - -","1030","4153","67","437","396","65","6.2 %","8.9 %",".112",".281",".268",".316",".380",".303","90","-4.5","-50.8","157.7","24.9","10847"
