"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","EV","BsR","Off","Def","WAR","playerid"
"Daniel Robertson","- - -","250","855","16","95","74","5","11.6%","25.1%",".118",".307",".234",".342",".352",".311","97","86.5","-3.5","-7.5","1.9","2.4","14145"
"Kirk Nieuwenhuis","- - -","414","1116","31","128","117","20","11.0%","32.8%",".164",".316",".221",".311",".384",".305","92","90.6","5.0","-6.3","-5.5","2.4","6400"
"Ezequiel Carrera","- - -","508","1305","19","174","97","44","7.4%","21.4%",".103",".328",".262",".324",".365",".304","90","85.8","10.6","-4.3","-16.6","2.4","9048"
"Jeff Keppinger","- - -","468","1844","25","185","174","5","5.8%","7.2%",".096",".295",".285",".327",".381",".313","96","","-15.2","-23.8","-11.3","2.4","3856"
"Maicer Izturis","- - -","401","1488","15","149","118","35","7.3%","11.6%",".088",".283",".257",".316",".345",".296","86","","-1.1","-25.8","-1.2","2.4","2437"
"Wilson Betemit","- - -","289","1060","33","117","129","4","9.2%","26.9%",".177",".358",".277",".342",".454",".345","115","","-3.6","14.5","-28.0","2.3","1861"
"J.D. Davis","- - -","263","863","33","108","88","4","9.6%","23.4%",".180",".322",".268",".346",".448",".339","115","90.6","-5.9","11.7","-14.1","2.3","16219"
"Clayton Kershaw","Dodgers","311","711","1","41","35","1","4.2%","24.1%",".027",".234",".168",".213",".195",".188","12","83.4","-0.2","-75.5","75.4","2.3","2036"
"Austin Slater","Giants","207","648","14","74","67","16","10.2%","27.6%",".130",".353",".258",".346",".388",".321","102","88.0","5.7","7.5","-5.0","2.3","16153"
"Keston Hiura","Brewers","143","594","32","81","81","12","6.9%","32.3%",".239",".352",".266",".338",".505",".353","117","89.8","-0.6","13.0","-11.4","2.3","20003"
"Jordan Luplow","- - -","178","543","23","72","64","5","11.2%","22.1%",".222",".261",".233",".326",".455",".332","105","87.4","-1.7","1.7","2.4","2.3","16424"
"Brett Phillips","- - -","153","383","10","41","34","15","9.9%","34.7%",".145",".294",".202",".284",".347",".275","67","86.1","4.9","-10.7","20.3","2.3","14735"
"Jacob deGrom","Mets","195","390","3","23","23","1","4.4%","27.4%",".049",".263",".189",".226",".237",".207","27","84.5","0.0","-34.7","44.4","2.2","10954"
"Kevin Plawecki","- - -","321","1067","18","89","109","2","8.7%","20.6%",".115",".278",".229",".312",".344",".288","80","87.0","-8.9","-35.0","22.9","2.2","13807"
"Derrek Lee","- - -","261","1103","38","135","139","3","9.6%","22.1%",".173",".311",".263",".337",".436",".340","109","","-10.1","1.4","-14.9","2.2","525"
"Jerry Hairston","- - -","413","1345","21","132","129","13","7.5%","11.1%",".103",".270",".251",".314",".355",".298","87","","-4.6","-24.4","5.0","2.2","144"
"Jack Cust","- - -","179","695","16","69","75","2","16.1%","30.8%",".146",".366",".249",".376",".395",".348","121","","-3.3","13.9","-16.7","2.2","1564"
"Anthony Gose","- - -","372","1252","12","155","69","57","8.1%","28.2%",".107",".339",".240",".309",".348",".292","81","88.4","7.2","-20.0","-0.7","2.2","5097"
"Kyle Lewis","Mariners","76","317","17","47","41","5","11.7%","31.5%",".213",".344",".264",".347",".477",".351","126","88.8","2.5","12.9","-2.2","2.1","19508"
"Jose Tabata","Pirates","509","1765","17","208","126","47","7.3%","14.4%",".102",".317",".275",".336",".377",".318","101","93.5","-7.8","-6.2","-26.7","2.1","2411"
"Bobby Wilson","- - -","367","1034","18","83","101","0","6.7%","21.6%",".101",".245",".203",".258",".304",".249","52","82.9","-2.7","-61.4","46.2","2.1","6564"
"Travis Wood","- - -","330","327","11","28","37","1","2.1%","35.2%",".144",".256",".185",".208",".329",".234","41","83.2","0.1","-22.6","32.3","2.1","9884"
"Devin Mesoraco","- - -","468","1574","58","152","192","4","8.8%","20.1%",".174",".257",".232",".309",".406",".311","94","84.9","-8.9","-22.1","-8.0","2.1","5666"
"A.J. Ellis","- - -","660","2290","44","193","228","2","12.2%","17.9%",".114",".281",".240",".342",".354",".310","97","87.7","-21.9","-29.4","-20.9","2.1","5677"
"Russell Branyan","- - -","177","574","30","58","71","3","11.1%","30.0%",".231",".276",".227",".316",".457",".337","113","","-1.8","6.8","-6.5","2.1","370"
"Ramon Hernandez","- - -","257","931","27","78","118","1","6.9%","13.9%",".149",".288",".269",".327",".419",".326","98","","-9.0","-11.8","3.5","2.1","918"
"Garrett Cooper","- - -","168","637","21","77","78","0","7.7%","25.9%",".168",".358",".281",".344",".449",".339","113","89.1","-4.3","6.4","-5.1","2.1","15279"
"Justin Maxwell","- - -","386","1064","35","127","119","22","9.6%","31.1%",".175",".290",".217",".299",".392",".303","89","88.3","1.4","-11.9","-1.3","2.1","6827"
"J.D. Drew","Red Sox","220","832","26","92","90","3","11.2%","19.6%",".157",".278",".244",".332",".401",".323","95","","-1.8","-6.2","-2.8","2.0","1152"
"Alex Dickerson","- - -","215","653","26","96","92","6","8.4%","18.2%",".220",".301",".273",".342",".493",".351","121","89.6","-1.8","15.8","-16.6","2.0","12649"
"Tony Gwynn","- - -","436","1083","5","110","62","55","8.8%","17.2%",".077",".270",".223",".294",".299",".266","67","","8.8","-33.1","20.2","2.0","6141"
"Albert Almora Jr.","Cubs","489","1316","28","160","134","4","5.1%","17.2%",".127",".311",".271",".309",".398",".302","85","86.7","-5.5","-30.5","7.4","2.0","14109"
"Jose Peraza","- - -","554","2005","29","213","162","78","4.0%","12.8%",".102",".298",".270",".310",".372",".295","78","84.6","6.3","-49.3","4.6","2.0","13593"
"Garrett Jones","- - -","798","2786","99","295","351","17","7.9%","21.0%",".186",".281",".247",".306",".433",".321","103","89.1","-10.9","-1.9","-63.9","2.0","2714"
"Tyler Colvin","- - -","435","1296","49","163","176","14","5.9%","26.8%",".210",".295",".240",".287",".450",".317","88","","4.2","-12.4","-7.5","2.0","5310"
"Scott Kingery","Phillies","309","1108","30","131","96","25","6.0%","27.8%",".160",".301",".233",".284",".393",".289","76","87.2","8.9","-23.8","9.5","2.0","17975"
"Nomar Mazara","- - -","579","2338","80","266","323","7","7.4%","21.7%",".167",".301",".258",".318",".426",".318","90","89.2","-6.1","-34.7","-27.5","2.0","14553"
"Sandy Leon","- - -","417","1379","27","133","127","1","7.8%","24.9%",".111",".275",".216",".284",".327",".269","61","84.9","-10.3","-75.2","46.8","1.9","5273"
"Conor Gillaspie","- - -","505","1544","33","146","158","1","6.8%","15.9%",".141",".280",".251",".303",".392",".301","89","87.4","-0.7","-21.3","-10.6","1.9","9009"
"Jack Hannahan","- - -","324","896","13","76","85","2","9.6%","22.1%",".107",".300",".238",".316",".345",".297","86","","-5.0","-18.9","7.8","1.9","3692"
"Tyler O'Neill","Cardinals","171","450","21","67","58","6","7.1%","34.0%",".193",".305",".229",".291",".422",".305","91","89.6","3.1","-2.1","4.4","1.9","15711"
"Cody Ransom","- - -","186","558","23","59","71","2","10.4%","34.2%",".198",".275",".202",".293",".400",".306","89","","1.7","-5.8","6.9","1.9","1126"
"Brian Roberts","- - -","283","1157","20","121","99","29","8.4%","14.7%",".116",".271",".243",".307",".359",".296","82","","3.0","-20.2","-0.7","1.8","166"
"Dylan Moore","Mariners","151","441","17","57","45","23","8.8%","30.8%",".203",".299",".224",".323",".427",".324","106","89.2","-0.4","2.7","0.3","1.8","18042"
"Hanser Alberto","- - -","282","973","15","111","82","9","2.6%","12.1%",".099",".304",".278",".300",".377",".290","76","83.3","0.3","-27.2","14.3","1.8","11902"
"Edgar Renteria","- - -","168","600","8","60","58","7","7.5%","18.0%",".098",".312",".262",".318",".360",".301","86","","0.6","-9.2","8.3","1.8","1178"
"John Ryan Murphy","- - -","284","737","18","69","61","0","5.8%","30.0%",".129",".287",".215",".262",".344",".264","61","87.8","2.0","-32.9","25.1","1.8","10346"
"Jeff Mathis","- - -","683","2145","33","160","187","8","6.1%","29.8%",".101",".263",".192",".243",".292",".235","41","87.1","-3.5","-154.9","100.5","1.8","3448"
"Tony Campana","- - -","257","477","1","70","16","66","5.7%","21.6%",".039",".323",".249",".296",".288",".263","59","","14.5","-8.1","10.6","1.8","4964"
"Ivan Rodriguez","Nationals","155","558","6","46","68","2","4.7%","16.8%",".086",".298",".255",".291",".341",".278","68","","-12.8","-33.8","33.8","1.8","1275"
"Travis Jankowski","- - -","350","994","8","124","42","64","9.7%","23.7%",".076",".316",".238",".315",".313",".283","76","86.0","7.9","-21.5","6.9","1.8","13768"
"Tony Wolters","Rockies","391","1232","7","128","123","6","9.9%","19.4%",".081",".297",".238",".323",".319",".282","57","84.9","-1.2","-68.9","45.3","1.7","11470"
"John Buck","- - -","506","1893","64","171","232","2","8.2%","24.2%",".155",".278",".232",".304",".387",".303","89","","-2.7","-26.5","-16.0","1.7","2041"
"Kelby Tomlinson","Giants","273","687","3","77","47","19","8.4%","20.2%",".066",".336",".265",".331",".332",".294","85","84.9","4.5","-9.0","3.9","1.7","13005"
"Renato Nunez","- - -","293","1107","52","130","147","1","7.3%","25.3%",".204",".290",".248",".313",".451",".324","101","88.8","-4.0","-3.2","-16.4","1.7","14503"
"Jason Bartlett","- - -","306","1252","6","143","91","34","8.4%","16.9%",".076",".289",".240",".310",".316",".283","80","","3.5","-25.6","1.2","1.7","8219"
"Collin Cowgill","- - -","318","759","12","83","57","14","7.6%","26.0%",".096",".310",".234",".297",".329",".282","79","83.9","2.6","-15.9","7.1","1.7","7250"
"Ronald Torreyes","- - -","240","638","4","69","57","5","3.8%","13.0%",".092",".313",".277",".306",".369",".292","80","82.6","2.3","-13.4","8.2","1.7","11400"
"Donnie Murphy","- - -","208","567","23","66","74","3","6.0%","28.4%",".203",".278",".226",".287",".429",".310","93","","1.3","-2.9","1.4","1.7","4704"
"Jemile Weeks","- - -","260","1068","4","121","62","41","7.3%","14.5%",".097",".297",".254",".316",".352",".296","86","85.8","4.1","-13.6","-6.3","1.7","2498"
"Jake Arrieta","- - -","264","396","6","22","27","0","3.5%","45.7%",".089",".314",".167",".198",".256",".199","17","87.0","-0.1","-40.4","43.9","1.7","4153"
"Mike Tauchman","- - -","182","476","13","71","63","14","12.0%","25.6%",".164",".324",".251",".343",".415",".325","101","87.0","2.9","3.6","-1.9","1.6","15274"
"Christian Villanueva","Padres","122","416","24","47","53","3","5.5%","27.4%",".230",".285",".245",".303",".475",".332","110","86.6","-1.3","3.9","-1.1","1.6","11738"
"Rick Ankiel","- - -","309","962","27","105","94","14","7.8%","29.7%",".158",".306",".228",".291",".387",".297","84","","-1.2","-19.3","5.1","1.6","1142"
"Tim Locastro","- - -","145","347","3","59","24","26","6.9%","18.2%",".109",".316",".256",".365",".365",".327","101","84.5","7.6","7.9","-2.9","1.6","15124"
"Juan Francisco","- - -","390","1066","47","106","145","2","7.3%","34.5%",".203",".316",".232",".292",".435",".315","97","","-2.5","-6.1","-11.8","1.6","6978"
"Dominic Smith","Mets","244","728","35","93","104","1","7.0%","25.4%",".236",".304",".258",".317",".494",".342","117","88.9","-1.8","13.9","-19.6","1.6","15653"
"Nick Hundley","- - -","836","2868","80","275","322","10","6.3%","23.8%",".159",".304",".249",".299",".408",".305","89","88.9","-18.2","-56.6","-18.0","1.6","3376"
"Brandon Inge","- - -","379","1324","29","114","154","5","7.9%","25.0%",".131",".280",".223",".287",".353",".283","73","","-2.2","-43.4","13.9","1.6","470"
"George Kottaras","- - -","265","746","31","76","91","3","14.7%","23.6%",".204",".239",".212",".329",".415",".328","104","","-1.1","2.1","-10.4","1.6","5506"
"Eli Whiteside","- - -","158","417","8","36","31","4","6.5%","25.4%",".123",".257",".203",".265",".325",".261","63","","-1.4","-19.1","21.5","1.6","3536"
"Scott Sizemore","- - -","166","614","14","72","74","5","11.1%","26.4%",".143",".318",".240",".327",".383",".318","98","","0.9","-0.4","-5.6","1.6","2881"
"Andres Blanco","- - -","405","934","17","98","78","4","6.5%","17.5%",".143",".300",".258",".317",".400",".313","92","87.0","-4.9","-14.3","-1.5","1.5","1907"
"David Eckstein","Padres","116","492","1","49","29","8","5.5%","7.1%",".059",".287",".267",".321",".326",".294","85","","1.3","-7.5","7.4","1.5","10"
"Ronny Cedeno","- - -","441","1439","17","127","113","19","5.8%","21.5%",".109",".312",".250",".296",".359",".287","79","","-2.5","-38.3","9.1","1.5","2179"
"Jon Niese","- - -","208","398","0","27","19","0","8.8%","39.4%",".027",".284",".150",".231",".177",".196","18","82.1","-0.3","-38.1","40.3","1.5","4424"
"Bradley Zimmer","Indians","164","510","11","59","51","24","8.0%","32.2%",".125",".320",".224",".300",".349",".285","72","88.8","7.6","-10.2","7.1","1.5","16221"
"Carlos Lee","- - -","459","1917","51","186","260","10","8.0%","8.8%",".149",".263",".261",".321",".410",".319","99","","-15.1","-18.4","-26.0","1.5","243"
"Miguel Andujar","Yankees","187","728","28","89","102","3","4.1%","16.1%",".205",".304",".283",".315",".488",".340","115","88.6","0.9","13.5","-23.7","1.5","15878"
"Jarrett Parker","- - -","140","397","15","48","51","3","9.3%","32.0%",".192",".344",".249",".330",".441",".331","108","87.4","1.1","4.2","-2.8","1.5","11624"
"Max Scherzer","- - -","336","390","1","26","26","3","2.3%","28.7%",".021",".288",".195",".220",".215",".195","12","83.9","0.4","-42.7","44.3","1.4","3137"
"Jason Repko","- - -","130","301","5","40","20","10","6.3%","26.6%",".085",".296",".221",".290",".306",".272","65","","3.6","-8.8","12.3","1.4","2628"
"Hernan Perez","- - -","641","1825","45","191","180","69","4.1%","21.2%",".134",".299",".252",".281",".386",".285","73","87.1","8.5","-52.6","8.5","1.4","5751"
"DeWayne Wise","- - -","252","527","14","67","54","30","3.8%","24.9%",".140",".299",".242",".274",".383",".286","74","","6.1","-9.6","5.5","1.4","1554"
"Nate McLouth","- - -","480","1662","30","190","103","57","10.4%","17.5%",".125",".267",".230",".319",".355",".302","87","","18.0","-8.0","-31.9","1.4","3190"
"T.J. Rivera","Mets","106","344","8","37","43","1","3.5%","14.2%",".141",".332",".304",".335",".445",".333","109","84.8","1.4","5.3","-2.6","1.4","12495"
"Victor Reyes","Tigers","226","724","8","94","51","26","3.9%","21.4%",".104",".338",".271",".300",".375",".291","79","87.6","1.1","-17.1","4.9","1.4","15487"
"Quintin Berry","- - -","132","345","3","53","33","29","7.5%","24.9%",".102",".355",".262",".333",".364",".311","93","","8.3","5.1","-3.6","1.4","9414"
"Kyle Tucker","Astros","108","372","13","58","57","14","7.5%","21.2%",".215",".281",".244",".306",".459",".321","106","91.2","3.1","5.9","-4.4","1.4","18345"
"Shelley Duncan","- - -","262","834","35","93","120","2","9.8%","24.6%",".194",".263",".227",".308",".421",".319","101","","-4.4","-3.0","-12.1","1.4","3620"
"Abraham Almonte","- - -","376","1151","18","141","97","25","7.9%","23.4%",".133",".300",".237",".298",".370",".292","80","88.5","2.6","-23.8","-1.2","1.4","5486"
"Daniel Descalso","- - -","1080","2893","48","326","294","26","10.5%","20.7%",".127",".288",".235",".320",".362",".299","82","87.9","12.0","-50.4","-26.4","1.4","8392"
"Robert Andino","- - -","324","1117","14","117","75","19","7.9%","20.3%",".087",".296",".240",".304",".326",".284","73","83.8","1.0","-34.0","9.6","1.4","4900"
"Pedro Florimon","- - -","321","867","12","96","73","26","7.3%","28.0%",".108",".287",".211",".270",".319",".262","59","87.5","6.6","-33.5","18.1","1.3","8385"
"Laynce Nix","- - -","372","796","25","78","85","3","7.3%","26.0%",".166",".308",".246",".301",".412",".309","91","","1.1","-7.0","-4.1","1.3","1766"
"Victor Caratini","Cubs","246","677","15","68","73","1","8.4%","21.4%",".122",".304",".250",".327",".372",".306","88","88.6","-2.6","-12.8","3.2","1.3","14968"
"Miguel Cairo","Reds","263","658","13","72","74","11","5.9%","13.1%",".124",".274",".254",".309",".378",".304","86","","1.8","-9.2","1.8","1.3","1412"
"Roger Bernadina","- - -","519","1389","28","148","119","54","8.0%","21.1%",".122",".287",".237",".307",".360",".297","83","","8.8","-18.8","-10.4","1.3","6421"
"Todd Helton","Rockies","435","1689","44","179","204","1","12.1%","17.3%",".152",".299",".264",".353",".416",".339","97","","-8.3","-14.8","-23.8","1.3","432"
"Ed Lucas","Marlins","163","573","5","62","37","2","5.9%","22.0%",".068",".325",".255",".302",".323",".280","76","","2.6","-13.0","7.8","1.3","7532"
"Kelly Shoppach","- - -","262","812","27","74","75","1","8.3%","35.1%",".165",".289",".201",".293",".366",".293","84","","-0.5","-15.7","1.2","1.3","3867"
"Mikie Mahtook","- - -","291","965","33","112","97","14","6.1%","26.4%",".170",".291",".235",".292",".405",".300","86","88.9","1.4","-15.1","-5.3","1.3","13130"
"Carson Kelly","- - -","213","625","23","64","76","0","9.9%","20.5%",".175",".246",".221",".305",".396",".296","81","87.2","-3.0","-17.9","10.9","1.3","13620"
"Josh Thole","- - -","461","1440","9","97","102","1","9.1%","14.5%",".064",".277",".239",".312",".302",".276","72","85.5","-13.4","-61.1","28.7","1.3","9689"
"Brayan Pena","- - -","503","1636","15","103","134","6","5.4%","10.9%",".084",".283",".260",".301",".344",".285","76","85.5","-25.0","-71.0","30.2","1.2","3231"
"Luke Maile","- - -","216","657","10","53","60","4","6.1%","27.2%",".106",".263",".198",".252",".304",".244","48","87.1","1.1","-40.7","30.1","1.2","13355"
"Anthony Santander","Orioles","176","709","32","79","99","2","4.9%","19.7%",".215",".272",".252",".292",".467",".316","95","89.1","-0.1","-3.9","-6.6","1.2","14551"
"Luis Cruz","- - -","146","500","7","46","52","3","3.0%","13.8%",".097",".266",".239",".270",".336",".265","64","","0.2","-19.8","16.5","1.2","3188"
"Wilmer Difo","Nationals","373","1060","15","133","79","23","8.1%","19.2%",".101",".297",".247",".309",".348",".283","70","84.2","5.2","-34.4","12.5","1.2","14320"
"Jorge Bonifacio","- - -","217","807","23","97","83","1","8.7%","27.5%",".154",".318",".244",".314",".398",".309","90","86.5","1.3","-8.4","-7.8","1.2","12174"
"Oscar Mercado","Indians","151","575","16","76","60","18","5.7%","19.3%",".153",".281",".246",".295",".399",".294","77","88.1","5.4","-10.8","1.9","1.2","16375"
"JaCoby Jones","Tigers","316","1090","30","129","89","27","6.1%","31.8%",".167",".298",".217",".281",".384",".286","76","89.6","4.7","-27.3","0.7","1.2","14818"
"Darnell McDonald","- - -","263","698","18","87","72","12","8.6%","20.8%",".157",".304",".254",".323",".412",".324","98","","-3.2","-5.4","-7.0","1.2","1867"
"Chris Parmelee","- - -","311","1011","30","89","98","1","7.8%","23.6%",".157",".302",".248",".313",".405",".316","98","89.3","-4.9","-7.2","-14.6","1.2","2554"
"Reed Johnson","- - -","536","1130","13","124","102","6","2.7%","22.0%",".117",".343",".273",".313",".390",".309","93","89.1","-2.3","-11.8","-11.1","1.2","1702"
"Kevin Newman","Pirates","205","800","13","80","80","16","5.5%","13.3%",".105",".309",".278",".325",".384",".305","88","85.1","-1.0","-12.6","-3.0","1.2","17696"
"Leury Garcia","- - -","480","1613","26","192","127","56","3.8%","24.1%",".103",".328",".257",".293",".360",".282","75","87.4","11.2","-35.6","-6.5","1.2","5913"
"Colin Moran","- - -","361","1205","35","127","166","0","7.5%","21.6%",".156",".321",".270",".328",".426",".321","100","88.8","-11.7","-11.8","-17.8","1.1","16909"
"Stephen Strasburg","Nationals","242","514","4","23","29","0","4.5%","29.4%",".048",".221",".152",".196",".200",".180","2","86.8","-0.2","-61.2","56.4","1.1","10131"
"Magglio Ordonez","Tigers","176","722","17","89","91","3","8.7%","10.9%",".123",".294",".279",".341",".402",".330","103","","-1.3","1.3","-14.7","1.1","248"
"Cole Hamels","- - -","309","499","2","20","21","0","2.0%","35.7%",".043",".280",".172",".195",".214",".183","7","84.2","-1.4","-56.4","51.8","1.1","4972"
"Adam Kennedy","- - -","335","999","12","101","85","23","8.2%","14.4%",".100",".277",".245",".310",".345",".291","82","","-0.4","-22.0","1.4","1.1","19"
"Munenori Kawasaki","- - -","276","738","1","80","51","12","9.5%","16.1%",".052",".288",".237",".320",".289",".280","74","85.4","2.2","-19.4","6.1","1.1","13047"
"Darin Ruf","- - -","326","933","40","102","114","2","8.7%","27.0%",".198",".297",".244",".320",".442",".331","109","89.7","-4.2","5.1","-23.5","1.1","9929"
"Kristopher Negron","- - -","170","416","9","47","32","10","7.7%","25.7%",".115",".286",".221",".291",".336",".280","73","84.0","4.5","-9.4","6.2","1.1","5306"
"Josh Phegley","- - -","388","1203","35","131","162","2","4.6%","19.5%",".156",".251",".225",".268",".381",".279","74","85.0","-7.3","-45.2","15.0","1.1","9308"
"Daniel Vogelbach","- - -","244","840","40","98","107","0","15.4%","26.5%",".203",".237",".206",".332",".409",".321","103","89.3","-4.3","-0.7","-17.9","1.1","14130"
"Matt Downs","- - -","237","522","19","52","64","2","6.5%","20.1%",".186",".264",".236",".301",".422",".317","98","","-1.2","-2.9","-2.6","1.1","957"
"Austin Kearns","- - -","283","841","16","97","72","6","10.7%","25.7%",".116",".324",".243",".342",".359",".317","98","","-1.2","-2.9","-14.9","1.1","332"
"Aaron Altherr","- - -","359","1156","37","142","151","21","9.5%","28.7%",".182",".285",".219",".308",".402",".307","89","89.3","-2.2","-18.4","-8.5","1.1","11270"
"Adam Engel","White Sox","365","1140","21","120","88","28","4.7%","30.1%",".121",".309",".222",".276",".343",".270","68","85.9","9.4","-35.7","7.0","1.1","15082"
"Matt den Dekker","- - -","166","415","7","46","30","12","9.9%","24.1%",".114",".286",".223",".305",".337",".289","83","88.4","4.7","-3.8","0.7","1.1","11385"
"Clint Frazier","Yankees","162","589","24","80","82","5","9.0%","28.9%",".218",".331",".258",".331",".475",".340","114","88.7","-2.4","7.5","-15.7","1.1","15983"
"Rowdy Tellez","Blue Jays","169","609","33","79","91","1","6.9%","25.8%",".239",".285",".250",".309",".488",".331","107","90.5","-3.6","1.6","-11.7","1.0","15679"
"Paulo Orlando","Royals","278","918","14","98","81","18","2.4%","22.1%",".121",".327",".263",".289",".384",".290","78","88.9","2.2","-21.8","0.5","1.0","8628"
"Tommy Medica","Padres","121","338","12","40","37","6","7.1%","29.0%",".172",".320",".246",".308",".417",".321","108","","2.1","5.1","-6.0","1.0","11147"
"Will Middlebrooks","- - -","347","1234","43","119","155","10","5.2%","26.3%",".163",".277",".228",".272",".391",".288","76","88.7","-2.1","-35.2","5.1","1.0","7002"
"Tony Kemp","- - -","332","863","15","104","74","19","9.8%","15.9%",".124",".266",".235",".320",".359",".298","88","85.1","-1.9","-14.9","-4.5","1.0","14894"
"Cameron Rupp","Phillies","296","1127","39","100","124","2","7.7%","28.7%",".173",".300",".234",".298",".407",".303","86","89.8","-8.2","-27.0","1.0","1.0","11146"
"Ian Kennedy","- - -","358","399","1","21","18","0","8.3%","38.6%",".050",".244",".131",".213",".181",".188","8","83.6","-0.2","-43.0","40.1","1.0","6986"
"Adam Haseley","Phillies","107","334","5","37","39","4","6.3%","23.1%",".113",".345",".269",".330",".382",".308","88","87.3","1.7","-3.6","3.3","1.0","19878"
"Jason Bay","- - -","356","1361","37","158","144","29","10.7%","23.5%",".144",".278",".229",".314",".373",".305","92","","5.1","-7.9","-24.6","1.0","1717"
"Julio Borbon","- - -","248","699","4","82","56","28","4.9%","13.3%",".067",".302",".264",".304",".330",".284","68","83.5","4.8","-21.3","6.6","0.9","3209"
"Ty France","- - -","112","356","11","39","47","0","5.6%","24.2%",".166",".328",".265",".326",".431",".325","104","87.6","-4.4","-2.7","0.3","0.9","17982"
"Rusney Castillo","Red Sox","99","337","7","45","35","7","4.7%","18.7%",".117",".306",".262",".301",".379",".298","83","88.5","-1.2","-8.0","5.6","0.9","17016"
"Orlando Arcia","Brewers","538","1865","42","182","179","39","6.6%","20.1%",".121",".288",".244",".295",".366",".283","71","87.0","0.1","-68.7","15.9","0.9","13185"
"Billy Burns","- - -","242","899","5","114","55","46","4.0%","13.2%",".083",".308",".270",".308",".353",".289","81","82.8","9.3","-10.7","-10.8","0.9","12701"
"Miguel Tejada","- - -","300","1191","22","114","117","7","4.0%","10.7%",".101",".279",".263",".300",".364",".292","81","","-6.6","-32.9","3.2","0.9","941"
"Jhoulys Chacin","- - -","255","399","2","16","22","1","2.8%","21.6%",".039",".234",".183",".209",".223",".193","3","84.0","0.0","-46.2","42.7","0.9","2608"
"Ryan Flaherty","- - -","547","1474","37","152","142","10","7.6%","24.4%",".131",".265",".215",".284",".345",".277","70","88.8","4.4","-47.5","7.2","0.9","7888"
"Jayson Nix","- - -","350","1110","26","105","96","25","6.6%","26.1%",".125",".273",".214",".278",".339",".274","68","","4.5","-36.3","8.0","0.9","3790"
"Andrew Romine","- - -","587","1327","10","150","81","40","6.2%","21.7%",".066",".301",".235",".291",".301",".265","63","83.8","6.4","-51.2","15.8","0.9","1159"
"Adonis Garcia","Braves","244","944","29","104","110","7","3.8%","16.0%",".147",".292",".267",".300",".414",".306","89","88.8","-3.6","-17.5","-3.8","0.9","13777"
"Kennys Vargas","Twins","236","859","35","104","116","0","7.6%","29.2%",".185",".322",".252",".311",".437",".322","100","88.0","-1.9","-1.5","-18.3","0.9","12101"
"Tim Hudson","- - -","173","384","3","17","19","0","3.4%","27.1%",".061",".209",".152",".187",".212",".180","7","79.2","-0.2","-41.7","38.4","0.9","921"
"Pete Kozma","- - -","341","813","5","89","62","8","7.7%","21.4%",".076",".272",".215",".278",".291",".250","54","82.9","4.1","-39.1","21.8","0.9","2539"
"Mike Carp","- - -","297","935","26","90","122","2","8.8%","24.9%",".161",".313",".250",".324",".411",".324","105","","-5.1","0.4","-23.4","0.8","7480"
"Scott Hairston","- - -","463","1140","48","130","151","17","6.5%","22.5%",".197",".254",".229",".285",".426",".308","95","","1.7","-5.1","-21.0","0.8","1926"
"Johnny Giavotella","- - -","360","1344","14","148","125","15","4.8%","13.2%",".104",".285",".255",".294",".359",".285","78","85.8","1.1","-32.9","-4.3","0.8","6740"
"Bryan LaHair","Cubs","150","449","18","51","46","4","10.7%","31.6%",".195",".361",".263",".341",".459",".346","115","","-0.9","6.8","-12.6","0.8","5462"
"Greg Bird","Yankees","186","700","32","75","98","0","10.6%","27.0%",".213",".244",".211",".301",".424",".313","96","89.6","-1.6","-5.7","-10.2","0.8","14131"
"Ryan Howard","Phillies","840","3386","160","383","554","2","8.9%","28.5%",".212",".294",".240",".314",".452",".328","105","91.6","-29.5","-8.4","-87.2","0.8","2154"
"Humberto Quintero","- - -","259","834","11","50","78","1","2.9%","20.5%",".093",".286",".236",".261",".328",".258","57","","-6.5","-48.1","29.8","0.8","1824"
"Craig Counsell","Brewers","209","417","3","35","30","3","9.8%","12.0%",".058",".244",".219",".303",".277",".267","61","","1.2","-18.0","13.0","0.8","52"
"Phil Gosselin","- - -","359","749","10","91","54","7","6.5%","20.6%",".100",".322",".261",".314",".361",".296","81","86.5","4.2","-14.2","-1.9","0.8","10953"
"Manny Ramirez","- - -","95","337","9","38","43","1","13.6%","19.3%",".152",".336",".284",".392",".436",".366","129","","-3.6","8.3","-11.3","0.8","210"
"Phillip Ervin","- - -","237","660","17","75","68","15","8.5%","24.2%",".159",".308",".247",".322",".406",".314","91","85.4","4.9","-2.3","-11.8","0.8","14738"
"Homer Bailey","- - -","210","373","0","19","14","0","2.9%","31.6%",".019",".276",".172",".202",".191",".179","3","78.1","-0.2","-42.9","39.0","0.8","8362"
"Patrick Corbin","- - -","221","407","0","29","23","0","4.4%","35.6%",".042",".259",".154",".197",".196",".178","-1","82.3","-0.6","-51.1","45.7","0.8","9323"
"Elliot Johnson","- - -","311","807","12","80","69","46","6.7%","26.1%",".104",".286",".216",".272",".321",".263","65","","5.2","-27.5","8.4","0.8","4751"
"Luis Rengifo","Angels","141","512","8","56","36","5","10.5%","23.2%",".110",".282",".221",".310",".331",".284","77","87.2","-0.4","-15.3","4.9","0.8","19858"
